dealer_id,dealer_code,name,trade_name,dealer_type,category,contact_person,contact_phone,contact_email,alternate_phone,address_line1,address_line2,city,district,state,pincode,latitude,longitude,gstin,pan,credit_limit,credit_days,payment_mode,territory_id,sales_person_id,status,onboarding_date,last_order_date,last_visit_date,commitment_fulfillment_rate,avg_days_to_fulfill,created_at,updated_at
672f6872-5e9a-4153-9cf7-9bad9ee0eff3,DLR011,Lakshmi General Store,Lakshmi General Store,RETAILER,B,Venkat Lakshmi,9811183842,,,"Shop No. 120, Malviya Nagar",,New Delhi,South Delhi,Delhi,110017,28.553486,77.218851,,BGHLO4980R,25000,7,CREDIT,88e6f822-237d-43ea-bf84-34a97853241e,92522288-0375-4a48-a9b2-822815269255,ACTIVE,2021-07-18,2025-01-25,2025-02-21,0.79,6,2021-07-18,2025-01-15 00:00:00
7178f55e-6bbc-4f51-8768-e2277e170ca5,DLR012,Sai Kirana,Sai Kirana,RETAILER,B,Sai Prakash,8801348740,,9811640052,"Shop No. 82, Greater Kailash I",,New Delhi,South Delhi,Delhi,110048,28.534969,77.239803,,,25000,7,CASH,88e6f822-237d-43ea-bf84-34a97853241e,92522288-0375-4a48-a9b2-822815269255,ACTIVE,2024-05-29,2025-02-07,2025-02-16,0.78,3,2024-05-29,2025-01-15 00:00:00
af2fa78f-6f3d-4cb1-bf12-5b94718e8eb3,DLR013,Ram Traders,Ram Traders,RETAILER,B,Ram Naresh,9899620450,,8801331586,"Shop No. 80, Lajpat Nagar",,New Delhi,South Delhi,Delhi,110024,28.557062,77.233101,,,25000,7,CREDIT,88e6f822-237d-43ea-bf84-34a97853241e,92522288-0375-4a48-a9b2-822815269255,BLOCKED,2022-03-27,2024-11-17,2024-11-17,0.71,3,2022-03-27,2025-01-15 00:00:00
3021fc48-2b92-41d2-ae1b-1fdcd120a039,DLR014,Sundar Provision,Sundar Provision,RETAILER,C,Sundar Lal,9811607337,sundar@gmail.com,,"Shop No. 45, Kalkaji",,New Delhi,South Delhi,Delhi,110019,28.56323,77.258572,,UFAFI1458K,10000,15,CREDIT,88e6f822-237d-43ea-bf84-34a97853241e,92522288-0375-4a48-a9b2-822815269255,ACTIVE,2023-11-12,2025-02-06,2025-02-16,0.65,6,2023-11-12,2025-01-15 00:00:00
baabea0b-282b-41ac-8a02-f2c72a0ee4ce,DLR015,Balaji Store,Balaji Store,RETAILER,C,Balaji Rao,8801698169,,9958406088,"Shop No. 88, Saket Main Market",,New Delhi,South Delhi,Delhi,110017,28.536557,77.201656,,,10000,7,CREDIT,88e6f822-237d-43ea-bf84-34a97853241e,92522288-0375-4a48-a9b2-822815269255,ACTIVE,2024-02-23,2025-01-30,2025-02-20,0.7,7,2024-02-23,2025-01-15 00:00:00
f3add840-d8ad-457e-a501-c460549a2a61,DLR016,Ganesh Grocers,Ganesh Grocers,RETAILER,C,Ganesh Iyer,7838564823,ganesh@gmail.com,,"Shop No. 54, Malviya Nagar Block B",,New Delhi,South Delhi,Delhi,110017,28.556852,77.211822,,,10000,7,CREDIT,88e6f822-237d-43ea-bf84-34a97853241e,92522288-0375-4a48-a9b2-822815269255,ACTIVE,2022-04-01,2025-02-08,2025-02-22,0.69,5,2022-04-01,2025-01-15 00:00:00
fd656c0c-f9a1-4da7-a4c7-8f457f619af2,DLR017,Shiv Kirana,Shiv Kirana,RETAILER,C,Shiv Kumar,8801777387,,,"Shop No. 102, GK II",,New Delhi,South Delhi,Delhi,110048,28.553866,77.254168,,,10000,15,CREDIT,88e6f822-237d-43ea-bf84-34a97853241e,92522288-0375-4a48-a9b2-822815269255,ACTIVE,2023-01-13,2025-02-04,2025-02-20,0.84,7,2023-01-13,2025-01-15 00:00:00
524e5021-ef84-4ef8-8dd2-373b17b61207,DLR018,Durga Stores,Durga Stores,RETAILER,C,Durga Prasad,9810379176,,,"Shop No. 114, Lajpat Nagar II",,New Delhi,South Delhi,Delhi,110024,28.528485,77.205088,,FSMGR0163E,10000,15,CREDIT,88e6f822-237d-43ea-bf84-34a97853241e,92522288-0375-4a48-a9b2-822815269255,ACTIVE,2022-08-10,2025-02-04,2025-02-14,0.64,7,2022-08-10,2025-01-15 00:00:00
68f1b083-a966-45d7-9568-8fe0199280cf,DLR019,Yadav Stores,Yadav Stores,RETAILER,A,Rajendra Yadav,7042277434,,7042347143,"Shop No. 35, Laxmi Nagar",,New Delhi,East Delhi,Delhi,110092,28.645898,77.282009,,XCDJD3166I,50000,15,CASH,71c0dd27-140e-4be2-b07e-038777a9d325,0de98ea1-d767-49c6-97d0-d792e515bae7,ACTIVE,2021-06-23,2025-02-15,2025-02-22,0.84,5,2021-06-23,2025-01-15 00:00:00
3a111a3b-2224-4624-9b80-d7ecddb28395,DLR020,Pandey Kirana,Pandey Kirana,RETAILER,B,Ashok Pandey,8800668893,,,"Shop No. 63, Preet Vihar",Near Temple,New Delhi,East Delhi,Delhi,110092,28.640789,77.288273,,,25000,15,CREDIT,71c0dd27-140e-4be2-b07e-038777a9d325,0de98ea1-d767-49c6-97d0-d792e515bae7,ACTIVE,2022-03-15,2025-02-17,2025-02-10,0.88,5,2022-03-15,2025-01-15 00:00:00
587fe5f4-a612-4ee8-8f98-b53fbc7c5b51,DLR021,Dubey General Store,Dubey General Store,RETAILER,B,Vinod Dubey,9811627204,,,"Shop No. 49, Mayur Vihar Phase I",,New Delhi,East Delhi,Delhi,110091,28.621451,77.293445,,,25000,7,CREDIT,71c0dd27-140e-4be2-b07e-038777a9d325,0de98ea1-d767-49c6-97d0-d792e515bae7,ACTIVE,2023-04-22,2025-02-13,2025-02-23,0.8,5,2023-04-22,2025-01-15 00:00:00
2566205d-339c-4157-a1f7-c907482ec0a3,DLR022,Tiwari Traders,Tiwari Traders,RETAILER,B,Manoj Tiwari,8801310033,,,"Shop No. 108, Shakarpur",Near Bus Stop,New Delhi,East Delhi,Delhi,110032,28.636342,77.310449,,,25000,15,CREDIT,71c0dd27-140e-4be2-b07e-038777a9d325,0de98ea1-d767-49c6-97d0-d792e515bae7,ACTIVE,2022-01-10,2025-01-25,2025-02-23,0.62,3,2022-01-10,2025-01-15 00:00:00
115804b5-d9c6-401e-a450-d16354ecaf2d,DLR023,Mishra Provision,Mishra Provision,RETAILER,C,Rakesh Mishra,9899419049,,,"Shop No. 87, Patparganj",,New Delhi,East Delhi,Delhi,110092,28.626311,77.306778,,JYFPV3149U,10000,7,CREDIT,71c0dd27-140e-4be2-b07e-038777a9d325,0de98ea1-d767-49c6-97d0-d792e515bae7,ACTIVE,2022-10-25,2025-02-23,2025-02-12,0.83,6,2022-10-25,2025-01-15 00:00:00
afefc15d-6186-4e28-b665-0c08ecf4a9ab,DLR024,Kumar Store,Kumar Store,RETAILER,C,Ajay Kumar,8801726284,,7042769453,"Shop No. 107, Laxmi Nagar Main",,New Delhi,East Delhi,Delhi,110092,28.659132,77.293888,,,10000,15,CREDIT,71c0dd27-140e-4be2-b07e-038777a9d325,0de98ea1-d767-49c6-97d0-d792e515bae7,ACTIVE,2022-03-28,2025-02-17,2025-02-12,0.73,4,2022-03-28,2025-01-15 00:00:00
8964dfde-f9d0-4250-91ce-6b245cb1ce68,DLR025,Sahu Grocers,Sahu Grocers,RETAILER,C,Dinesh Sahu,8800549480,,,"Shop No. 67, Preet Vihar Market",,New Delhi,East Delhi,Delhi,110092,28.664082,77.289755,,,10000,15,CASH,71c0dd27-140e-4be2-b07e-038777a9d325,0de98ea1-d767-49c6-97d0-d792e515bae7,ACTIVE,2022-05-23,2025-02-02,2025-02-21,0.66,2,2022-05-23,2025-01-15 00:00:00
256796f6-3eaf-4043-91bf-faa41d78325a,DLR026,Prasad Kirana,Prasad Kirana,RETAILER,C,Mohan Prasad,7838349578,,,"Shop No. 68, Mayur Vihar Phase II",,New Delhi,East Delhi,Delhi,110091,28.632068,77.296257,,,10000,15,CASH,71c0dd27-140e-4be2-b07e-038777a9d325,0de98ea1-d767-49c6-97d0-d792e515bae7,ACTIVE,2022-10-11,2025-01-25,2025-02-12,0.69,7,2022-10-11,2025-01-15 00:00:00
412af8cf-f49a-46c9-86fd-ee8fc3a1512e,DLR027,Maurya Stores,Maurya Stores,RETAILER,C,Santosh Maurya,9899337498,,8800134352,"Shop No. 39, Shakarpur Main",Near Park,New Delhi,East Delhi,Delhi,110032,28.647519,77.294072,,DBBHY7109H,10000,15,CREDIT,71c0dd27-140e-4be2-b07e-038777a9d325,0de98ea1-d767-49c6-97d0-d792e515bae7,ACTIVE,2022-05-06,2025-01-30,2025-02-23,0.89,5,2022-05-06,2025-01-15 00:00:00
4260ce4c-5209-476c-afb1-655f9e02133d,DLR028,Chaudhary Kirana,Chaudhary Kirana,RETAILER,A,Naresh Chaudhary,9810229413,,,"Shop No. 16, Rajouri Garden",,New Delhi,West Delhi,Delhi,110027,28.637619,77.062905,,KPQUJ7496H,50000,15,CREDIT,217f0b72-60d8-4571-afd8-209948224a4d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2020-08-19,2025-02-17,2025-02-11,0.87,6,2020-08-19,2025-01-15 00:00:00
d175149d-f407-43df-900f-8f974386b491,DLR029,Dahiya Stores,Dahiya Stores,RETAILER,B,Surender Dahiya,9899067974,,9810344713,"Shop No. 119, Janakpuri",Near Park,New Delhi,West Delhi,Delhi,110058,28.622409,77.117208,,RYLOQ4210E,25000,7,CREDIT,217f0b72-60d8-4571-afd8-209948224a4d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2020-11-02,2025-02-05,2025-02-14,0.77,4,2020-11-02,2025-01-15 00:00:00
364f9f75-716b-49f7-8248-268f1b082160,DLR030,Tanwar General Store,Tanwar General Store,RETAILER,B,Praveen Tanwar,9811906594,,9810139904,"Shop No. 74, Tilak Nagar",Near Bus Stop,New Delhi,West Delhi,Delhi,110018,28.643802,77.107697,,,25000,15,CASH,217f0b72-60d8-4571-afd8-209948224a4d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,INACTIVE,2024-05-02,2024-12-14,2025-01-21,0.75,5,2024-05-02,2025-01-15 00:00:00
22e73046-8fe1-47f8-b7e2-c67e1cc1a458,DLR031,Malik Traders,Malik Traders,RETAILER,B,Irfan Malik,8801125674,irfan@gmail.com,,"Shop No. 85, Uttam Nagar",,New Delhi,West Delhi,Delhi,110059,28.640759,77.080956,,,25000,7,CASH,217f0b72-60d8-4571-afd8-209948224a4d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2021-08-07,2025-02-16,2025-02-18,0.72,6,2021-08-07,2025-01-15 00:00:00
e239d371-6d2f-47bc-98f7-f79cfbbfb521,DLR032,Rana Provision,Rana Provision,RETAILER,C,Vijay Rana,9958859770,,,"Shop No. 27, Vikaspuri",Near Bus Stop,New Delhi,West Delhi,Delhi,110018,28.621468,77.056164,,,10000,7,CASH,217f0b72-60d8-4571-afd8-209948224a4d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2021-06-28,2025-02-20,2025-02-21,0.72,4,2021-06-28,2025-01-15 00:00:00
3979aa26-1612-41be-81dd-bb154dc15ae8,DLR033,Nagar Store,Nagar Store,RETAILER,C,Suresh Nagar,9811317127,suresh@gmail.com,,"Shop No. 120, Rajouri Garden Main",,New Delhi,West Delhi,Delhi,110027,28.637525,77.098878,,,10000,15,CREDIT,217f0b72-60d8-4571-afd8-209948224a4d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,INACTIVE,2020-12-06,2024-12-19,2024-12-26,0.77,6,2020-12-06,2025-01-15 00:00:00
dc84c823-845e-4588-859b-49a7e3d43b3c,DLR034,Hooda Grocers,Hooda Grocers,RETAILER,C,Satish Hooda,9899146584,,9810449972,"Shop No. 58, Janakpuri C Block",,New Delhi,West Delhi,Delhi,110058,28.648216,77.079084,,,10000,7,CASH,217f0b72-60d8-4571-afd8-209948224a4d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2022-06-20,2025-02-23,2025-02-22,0.82,4,2022-06-20,2025-01-15 00:00:00
76fd9001-d837-4dd4-9c5d-fae3eabe879a,DLR035,Sangwan Kirana,Sangwan Kirana,RETAILER,C,Jagdish Sangwan,7042662702,,,"Shop No. 65, Tilak Nagar Market",,New Delhi,West Delhi,Delhi,110018,28.633298,77.103401,,ICVCX0262B,10000,15,CREDIT,217f0b72-60d8-4571-afd8-209948224a4d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2022-01-07,2025-02-05,2025-02-19,0.61,4,2022-01-07,2025-01-15 00:00:00
9580c8f6-6df1-4dd7-b0aa-6bfc58b89c5c,DLR036,Dhillon Stores,Dhillon Stores,RETAILER,C,Gurpreet Dhillon,9810913431,gurpreet@gmail.com,,"Shop No. 56, Uttam Nagar East",,New Delhi,West Delhi,Delhi,110059,28.633542,77.098489,,,10000,15,CASH,217f0b72-60d8-4571-afd8-209948224a4d,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2023-03-07,2025-02-09,2025-02-21,0.86,7,2023-03-07,2025-01-15 00:00:00
de4699bf-d9e7-45b9-9875-43405fdc2981,DLR037,Old Delhi Kirana,Old Delhi Kirana,RETAILER,B,Mohammed Ishaq,9958869222,,,"Shop No. 11, Karol Bagh",,New Delhi,Central Delhi,Delhi,110005,28.661117,77.20402,,JRMPG4740X,25000,15,CREDIT,9606fd36-9b48-4df1-81b9-8c5bad5ed56f,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2021-02-14,2025-02-11,2025-02-19,0.73,5,2021-02-14,2025-01-15 00:00:00
5881aaf5-037c-4728-9071-8b104e5413dc,DLR038,Chandni Store,Chandni Store,RETAILER,B,Ravi Chandra,9958671369,ravi@gmail.com,,"Shop No. 46, Paharganj",,New Delhi,Central Delhi,Delhi,110055,28.667036,77.227104,,,25000,15,CREDIT,9606fd36-9b48-4df1-81b9-8c5bad5ed56f,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2021-02-01,2025-02-06,2025-02-21,0.85,7,2021-02-01,2025-01-15 00:00:00
3ea93ee6-b253-4e80-95fc-b60b17ab090e,DLR039,Sadar Traders,Sadar Traders,RETAILER,B,Naeem Ahmed,8801339421,,9810470952,"Shop No. 12, Chandni Chowk",,New Delhi,Central Delhi,Delhi,110006,28.648857,77.239118,,,25000,15,CREDIT,9606fd36-9b48-4df1-81b9-8c5bad5ed56f,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2023-03-20,2025-02-07,2025-02-15,0.78,4,2023-03-20,2025-01-15 00:00:00
766f55c6-bd8d-414d-b481-b315180fd94a,DLR040,Nai Sarak Provision,Nai Sarak Provision,RETAILER,C,Pappu Lal,7042451712,,,"Shop No. 97, Daryaganj",,New Delhi,Central Delhi,Delhi,110002,28.662424,77.207026,,,10000,15,CASH,9606fd36-9b48-4df1-81b9-8c5bad5ed56f,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2020-12-23,2025-02-01,2025-02-16,0.87,7,2020-12-23,2025-01-15 00:00:00
cbdda1a1-3a43-475c-a2f8-6dce82d99f2f,DLR041,Chawri Bazaar Store,Chawri Bazaar Store,RETAILER,C,Zaheer Khan,8801496513,,,"Shop No. 61, Connaught Place",Near Park,New Delhi,Central Delhi,Delhi,110001,28.661727,77.239198,,IPQQM4612B,10000,7,CASH,9606fd36-9b48-4df1-81b9-8c5bad5ed56f,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2024-07-12,2025-02-06,2025-02-23,0.64,2,2024-07-12,2025-01-15 00:00:00
aa142594-8770-46cb-bf05-77eb4736c7e4,DLR042,Khari Baoli Grocers,Khari Baoli Grocers,RETAILER,C,Brijesh Goyal,9811796405,,,"Shop No. 28, Karol Bagh Main",,New Delhi,Central Delhi,Delhi,110005,28.649131,77.219705,,,10000,15,CREDIT,9606fd36-9b48-4df1-81b9-8c5bad5ed56f,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2020-10-29,2025-02-22,2025-02-13,0.87,3,2020-10-29,2025-01-15 00:00:00
a1165b38-7316-4cb3-85a9-b3308a230b7c,DLR043,Dariba Kirana,Dariba Kirana,RETAILER,C,Sonu Bansal,7042139005,,,"Shop No. 32, Paharganj Market",,New Delhi,Central Delhi,Delhi,110055,28.665664,77.203974,,,10000,15,CREDIT,9606fd36-9b48-4df1-81b9-8c5bad5ed56f,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2023-05-02,2025-02-07,2025-02-14,0.89,6,2023-05-02,2025-01-15 00:00:00
2cb90ac4-4648-4431-9037-ad47b22ad864,DLR044,Ballimaran Store,Ballimaran Store,RETAILER,C,Asif Ali,9899284210,,9899053950,"Shop No. 23, Chandni Chowk Main",Near Bus Stop,New Delhi,Central Delhi,Delhi,110006,28.646156,77.233193,,,10000,7,CREDIT,9606fd36-9b48-4df1-81b9-8c5bad5ed56f,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2022-10-09,2025-02-22,2025-02-10,0.68,7,2022-10-09,2025-01-15 00:00:00
7114cd1c-d765-471a-bbf0-5660d28756dc,DLR045,Fatehpuri Stores,Fatehpuri Stores,RETAILER,C,Firoz Qureshi,9810847007,,,"Shop No. 109, Daryaganj Main",,New Delhi,Central Delhi,Delhi,110002,28.652629,77.204546,,,10000,15,CREDIT,9606fd36-9b48-4df1-81b9-8c5bad5ed56f,f3a3c673-f426-4fec-b8f9-d1907e18ccd4,ACTIVE,2020-09-07,2025-02-18,2025-02-15,0.88,7,2020-09-07,2025-01-15 00:00:00
